Rank,Name,Country,Task_1,Task_2,Task_3,Task_4,Task_5,Task_6,Task_7,Task_8,Score,Rel_score(%),Award
1,Jiangqi Dai,China,100,100.0,100,100,100.00,100.00, , ,600.00,100.00,Gold
1,Shaoxuan Tang,China,100,100.0,100,100,100.00,100.00, , ,600.00,100.00,Gold
3,Hangrui Zhou,China,100,100.0,100,100,100.00,55.00, , ,555.00,92.50,Gold
3,Junkai Zhang,China,100,100.0,100,100,100.00,55.00, , ,555.00,92.50,Gold
5,Hankai Zhang,United States of America,100,80.0,100,100,99.56,55.00, , ,534.56,89.09,Gold
6,Zixiang Zhou,Canada,100,100.0,77,100,100.00,55.00, , ,532.00,88.67,Gold
7,Roman Yanushevskyi,Ukraine,100,72.0,60,100,91.29,100.00, , ,523.29,87.22,Gold
8,Timothy Feng,United States of America,100,80.0,40,100,100.00,100.00, , ,520.00,86.67,Gold
9,Aleksandr Babin,No country,100,80.0,77,100,99.89,55.00, , ,511.89,85.31,Gold
10,Koosha Moosavi,Iran,100,80.0,77,100,93.04,55.00, , ,505.04,84.17,Gold
11,Vsevolod Nagibin,No country,100,80.0,58,100,99.90,55.00, , ,492.90,82.15,Gold
12,Alireza Kaviani,Iran,100,65.0,100,100,70.00,55.00, , ,490.00,81.67,Gold
13,Dorijan Lendvaj,Croatia,100,100.0,58,100,99.95,29.00, , ,486.95,81.16,Gold
14,Oleh Naver,Ukraine,100,90.0,41,100,99.89,55.00, , ,485.89,80.98,Gold
15,Ashley Aragorn Khoo,Singapore,100,90.0,60,34,99.89,100.00, , ,483.89,80.65,Gold
16,Daiki Kodama,Japan,100,90.0,41,100,93.68,55.00, , ,479.68,79.95,Gold
17,Yuto Watanabe,Japan,100,80.0,44,100,100.00,55.00, , ,479.00,79.83,Gold
18,Alexandru Luchianov,Romania,100,65.0,60,100,96.29,55.00, , ,476.29,79.38,Gold
19,Elliot En-Yi Liu,Taiwan,100,48.5,77,100,89.98,55.00, , ,470.48,78.41,Gold
20,Patrick Pavić,Croatia,100,65.0,100,100,50.00,55.00, , ,470.00,78.33,Gold
21,Benjamin Chen,United States of America,100,80.0,27,100,99.89,55.00, , ,461.89,76.98,Gold
22,Taehwan Jang,Republic of Korea,100,53.0,58,100,93.05,55.00, , ,459.05,76.51,Gold
23,Yui Tamura,Japan,3,100.0,100,100,99.89,55.00, , ,457.89,76.31,Gold
24,Yuki Tanaka,Japan,100,50.0,58,100,91.49,55.00, , ,454.49,75.75,Gold
25,Danil Klisch,No country,100,80.0,41,100,56.21,55.00, , ,432.21,72.03,Gold
26,Younguk Jo,Republic of Korea,67,51.5,58,100,99.78,55.00, , ,431.28,71.88,Gold
27,Daniel Weber,Israel,70,53.0,58,100,89.75,55.00, , ,425.75,70.96,Gold
28,Benjamin Bajd,Slovenia,100,72.0,41,100,57.14,55.00, , ,425.14,70.86,Gold
29,Hsin-Wei Hou,Taiwan,100,65.0,58,100,39.06,55.00, , ,417.06,69.51,Gold
30,Bach Tran Xuan,Vietnam,100,48.5,41,100,71.49,55.00, , ,415.99,69.33,Gold
31,Eliška Macáková,Slovakia,100,65.0,4,100,95.39,34.00, , ,398.39,66.40,Silver
32,Kacper Paciorek,Poland,100,65.0,0,100,100.00,33.10, , ,398.10,66.35,Silver
33,Jerry Zirui Li,Australia,46,65.0,41,100,89.88,55.00, , ,396.88,66.15,Silver
34,Allen Pei,Canada,100,65.0,41,34,99.89,55.00, , ,394.89,65.81,Silver
35,Jan Strzeszyński,Poland,70,56.0,23,100,90.00,55.00, , ,394.00,65.67,Silver
36,Rain Jiang,United States of America,100,65.0,60,100,10.00,57.10, , ,392.10,65.35,Silver
37,Blagojche Pavleski,North Macedonia,100,39.5,15,100,77.14,55.00, , ,386.64,64.44,Silver
38,Ditbul Ban,Republic of Korea,53,80.0,58,34,100.00,55.00, , ,380.00,63.33,Silver
39,Luca Perju Verzotti,Romania,67,65.0,0,100,99.89,36.15, , ,368.04,61.34,Silver
40,Cheng U Ian,"Macao, China",67,90.0,15,34,99.95,55.00, , ,360.95,60.16,Silver
41,Kshitij Sodani,India,100,80.0,27,34,58.93,55.00, , ,354.93,59.16,Silver
42,Sanghoon Park,Republic of Korea,70,72.0,27,34,96.10,55.00, , ,354.10,59.02,Silver
43,Manuel Darío Oliver Ballesteros,Cuba,100,65.0,41,0,99.89,41.50, , ,347.39,57.90,Silver
44,Daniil Zabauski,No country,64,65.0,37,34,90.24,55.00, , ,345.24,57.54,Silver
45,Alireza Samimi,Iran,100,51.5,27,100,10.00,55.00, , ,343.50,57.25,Silver
46,Michał Stawarz,Poland,3,36.5,60,100,90.33,51.75, , ,341.58,56.93,Silver
47,Atanas Dimitrov,Bulgaria,47,48.5,44,100,47.05,55.00, , ,341.55,56.92,Silver
48,Man Tsung Yeung,"Hong Kong, China",100,90.0,27,18,69.73,34.00, , ,338.73,56.45,Silver
49,Che Liu,Taiwan,100,50.0,41,34,57.14,55.00, , ,337.14,56.19,Silver
50,Lucas Schwebler,Germany,61,56.0,15,46,57.93,100.00, , ,335.93,55.99,Silver
51,Ryan Bai,Canada,67,80.0,60,34,25.00,55.00, , ,321.00,53.50,Silver
52,Jovan Bengin,Serbia,100,65.0,41,22,57.77,31.00, , ,316.77,52.80,Silver
53,Alexandru-Raul Todoran,Romania,55,38.0,0,100,62.50,55.00, , ,310.50,51.75,Silver
54,Tan Si Jie,Singapore,100,50.0,41,22,41.57,55.00, , ,309.57,51.59,Silver
55,Andy van Horssen,Netherlands,47,72.0,11,100,53.13,26.00, , ,309.13,51.52,Silver
56,Farhan Ahmad,Bangladesh,53,47.0,29,34,90.96,55.00, , ,308.96,51.49,Silver
57,Leonardo Valente Nascimento,Brazil,100,41.0,41,100,25.00,0.00, , ,307.00,51.17,Silver
58,Eitan Elbaum,Israel,32,50.0,41,34,94.45,55.00, , ,306.45,51.08,Silver
59,Vladyslav Denysiuk,Ukraine,100,65.0,27,34,25.00,55.00, , ,306.00,51.00,Silver
60,Alperen Tupurtu,Türkiye,100,56.0,15,18,61.81,55.00, , ,305.81,50.97,Silver
61,Erekle Roinishvili,United Kingdom,46,100.0,4,18,82.04,55.00, , ,305.04,50.84,Silver
62,Albert Yulius Ramahalim,Indonesia,67,56.0,41,34,50.00,55.00, , ,303.00,50.50,Silver
63,Arthur Wenqi Sun,Australia,78,80.0,4,13,87.67,39.40, , ,302.07,50.34,Silver
64,Alon Tanay,Israel,32,90.0,27,34,60.31,55.00, , ,298.31,49.72,Silver
65,Joshua Chen,Australia,46,72.0,41,22,62.00,55.00, , ,298.00,49.67,Silver
66,Paras Kasmalkar,India,70,48.5,41,22,60.30,55.00, , ,296.80,49.47,Silver
67,Mateja Vukelić,Serbia,100,60.0,15,9,57.29,51.75, , ,293.04,48.84,Silver
68,Khoi Duong Minh,Vietnam,70,47.0,11,100,10.00,55.00, , ,293.00,48.83,Silver
69,François Vogel,France,67,44.0,41,34,50.03,55.00, , ,291.03,48.51,Silver
70,Daniel Toh Jing En,Singapore,32,80.0,18,34,71.95,55.00, , ,290.95,48.49,Silver
71,Evan Lin,Australia,53,65.0,27,22,66.25,55.00, , ,288.25,48.04,Silver
72,Fedor Romashov,No country,55,48.5,41,34,70.97,38.10, , ,287.57,47.93,Silver
73,Filippo Casarin,Italy,32,72.0,41,34,51.61,55.00, , ,285.61,47.60,Silver
74,Yunus Taha Bingül,Türkiye,3,65.0,41,100,47.50,29.00, , ,285.50,47.58,Silver
75,Nghia Le Huu,Vietnam,9,30.0,4,100,89.33,48.50, , ,280.83,46.80,Silver
76,Deyan Hadzhi-Manich,Bulgaria,70,41.0,44,22,93.51,10.00, , ,280.51,46.75,Silver
77,Bao Truong Van Quoc,Vietnam,100,65.0,60,18,25.00,11.90, , ,279.90,46.65,Silver
Guest,Vannes Wijaya,Indonesia 2,46,65.0,41,100,10.00,17.35, , ,279.35,46.56,Silver
78,Zhambyl Maksotov,Kazakhstan,70,65.0,41,22,25.00,55.00, , ,278.00,46.33,Silver
79,Jhao-Syun Lai,Taiwan,18,38.0,41,61,64.35,55.00, , ,277.35,46.23,Silver
80,Aldas Lenkšas,Lithuania,18,38.0,41,34,90.77,55.00, , ,276.77,46.13,Silver
81,Joseph Oliver Lim,Indonesia,53,65.0,41,22,61.37,31.00, , ,273.37,45.56,Silver
82,Rafael Nascimento Soares,Brazil,53,65.0,27,34,57.61,34.00, , ,270.61,45.10,Silver
83,Charles Dai,France,18,56.0,14,100,25.00,55.00, , ,268.00,44.67,Silver
84,Carolina Moura,Brazil,67,65.0,27,18,57.27,31.00, , ,265.27,44.21,Silver
85,Ketevan Tsimakuridze,Georgia,100,10.0,41,18,54.65,39.40, , ,263.05,43.84,Silver
86,István Ádám Molnár,Hungary,46,90.0,37,25,10.00,55.00, , ,263.00,43.83,Silver
87,Mukhammadarif Sakhmoldin,Kazakhstan,70,30.0,23,22,57.94,55.00, , ,257.94,42.99,Silver
88,Daan de Groot,Netherlands,9,65.0,11,18,99.80,55.00, , ,257.80,42.97,Silver
89,Isaac Kai Sheng Hew,Malaysia,0,90.0,0,100,60.31,6.75, , ,257.06,42.84,Bronze
90,Matej Vojvodić,Croatia,32,42.5,18,9,99.89,55.00, , ,256.39,42.73,Bronze
91,Edward Xiao,Canada,47,60.0,27,34,57.14,31.00, , ,256.14,42.69,Bronze
92,Elazar Koren,Israel,70,45.5,41,34,10.00,55.00, , ,255.50,42.58,Bronze
93,Fatih Solak,Türkiye,46,65.0,44,34,10.00,55.00, , ,254.00,42.33,Bronze
94,Chon Hou Ye,"Macao, China",70,48.5,29,89,10.00,5.00, , ,251.50,41.92,Bronze
Guest,Andrew,Indonesia 2,46,48.5,41,34,50.41,31.00, , ,250.91,41.82,Bronze
95,Hua Zhi Vee,Malaysia,3,65.0,58,25,44.20,55.00, , ,250.20,41.70,Bronze
96,Yusuf Onur Usumez,Türkiye,47,48.5,0,61,60.31,31.00, , ,247.81,41.30,Bronze
97,Maximilliano Utomo Quok,Indonesia,32,65.0,4,89,47.50,10.00, , ,247.50,41.25,Bronze
98,David Memarnishvili,Georgia,100,65.0,0,0,65.18,11.90, , ,242.08,40.35,Bronze
99,Martin Kopchev,Bulgaria,67,5.0,29,18,83.01,39.40, , ,241.41,40.23,Bronze
100,Taimas Korganbayev,Kazakhstan,70,47.0,23,34,10.00,55.00, , ,239.00,39.83,Bronze
101,Hanks Chong,United Kingdom,53,56.0,41,22,10.00,55.00, , ,237.00,39.50,Bronze
Guest,Albert Ariel Putra,Indonesia 2,32,80.0,41,18,10.00,55.00, , ,236.00,39.33,Bronze
102,Andon Todorov,Bulgaria,32,80.0,41,34,10.00,38.25, , ,235.25,39.21,Bronze
103,Dzmitry Antashkevich,No country,3,65.0,41,61,10.00,55.00, , ,235.00,39.17,Bronze
104,Ansis Gustavs Andersons,Latvia,26,65.0,14,100,10.00,17.35, , ,232.35,38.73,Bronze
105,Aidar Munduzbaev,Kyrgyzstan,53,47.0,60,18,47.55,6.75, , ,232.30,38.72,Bronze
106,Arayi Khalatyan,Armenia,6,90.0,4,34,91.44,6.75, , ,232.19,38.70,Bronze
107,Andrei-Robert Ion,Romania,18,80.0,15,2,91.17,25.75, , ,231.92,38.65,Bronze
108,Benjamin Swart,Czech Republic,18,65.0,27,0,90.61,31.00, , ,231.61,38.60,Bronze
109,Krit Suwanpaiboon,Thailand,18,80.0,27,22,52.77,31.00, , ,230.77,38.46,Bronze
110,Ayman Riad Solh,Morocco,53,36.5,27,34,25.00,55.00, , ,230.50,38.42,Bronze
111,Marko Tanevski,North Macedonia,9,48.5,15,100,50.00,6.75, , ,229.25,38.21,Bronze
112,Pál Czanik,Hungary,18,56.0,27,22,50.71,55.00, , ,228.71,38.12,Bronze
113,Ritul Kumar Singh,India,32,51.5,27,34,50.03,31.00, , ,225.53,37.59,Bronze
114,Shao Qian Chew,Malaysia,78,0.0,23,61,57.14,5.00, , ,224.14,37.36,Bronze
Guest,Matthew Allan,Indonesia 2,100,0.0,0,34,57.75,31.00, , ,222.75,37.12,Bronze
115,Bogdan Tolstik,No country,64,48.5,41,22,38.28,6.75, , ,220.53,36.76,Bronze
116,Theofanis Orfanou,Cyprus,32,65.0,15,34,63.42,10.00, , ,219.42,36.57,Bronze
117,Chun Wong,"Hong Kong, China",12,65.0,41,34,10.00,55.00, , ,217.00,36.17,Bronze
118,Juan Carlo Vieri,Indonesia,67,48.5,41,22,10.00,25.75, , ,214.25,35.71,Bronze
119,Raphael Dylan Dalida,Philippines,18,80.0,4,18,84.19,10.00, , ,214.19,35.70,Bronze
120,Valerio Stancanelli,Italy,12,48.5,27,18,91.05,17.35, , ,213.90,35.65,Bronze
121,Md Nafis Ul Haque Shifat,Bangladesh,61,5.0,23,34,58.41,31.00, , ,212.41,35.40,Bronze
122,Debojoti Das Soumya,Bangladesh,46,0.0,41,22,47.51,55.00, , ,211.51,35.25,Bronze
123,Tsimafei Baliukonis,No country,40,48.5,23,18,59.35,22.50, , ,211.35,35.23,Bronze
124,Pedro Shinzato Chen,Brazil,38,65.0,0,2,50.03,55.00, , ,210.03,35.01,Bronze
125,Davide Bartoli,Italy,53,41.0,27,25,53.78,10.00, , ,209.78,34.96,Bronze
126,Zhiyi Luo,Belgium,67,56.0,4,13,10.00,55.00, , ,205.00,34.17,Bronze
127,Joel Au Heng Hoi,Singapore,46,48.5,41,34,25.00,10.00, , ,204.50,34.08,Bronze
128,Jeremiasz Preiss,Poland,9,80.0,15,34,10.00,51.75, , ,199.75,33.29,Bronze
129,Wai Lok Lai,"Hong Kong, China",3,0.0,23,100,58.35,10.00, , ,194.35,32.39,Bronze
130,Frederick Ivan Tan,Philippines,61,0.0,0,18,99.89,15.15, , ,194.04,32.34,Bronze
131,Minkyum Kim,South Africa,9,65.0,0,0,99.77,18.40, , ,192.17,32.03,Bronze
132,Hamlet Petrosyan,Armenia,18,42.5,41,25,10.00,55.00, , ,191.50,31.92,Bronze
133,Tong Sam Zheng,"Macao, China",53,41.0,4,13,61.79,17.35, , ,190.14,31.69,Bronze
134,Tengiz Bekkoyonov,Kyrgyzstan,18,30.0,27,34,25.00,55.00, , ,189.00,31.50,Bronze
135,Victor Purice,Moldova,18,48.5,29,18,42.47,31.00, , ,186.97,31.16,Bronze
136,Luka Mosiashvili,Georgia,61,36.5,27,22,25.00,14.10, , ,185.60,30.93,Bronze
137,Daryna Karpenko,Ukraine,26,65.0,27,2,53.20,11.90, , ,185.10,30.85,Bronze
138,Francesco Lugli,Italy,50,42.5,15,9,57.95,10.00, , ,184.45,30.74,Bronze
139,Thor Eriksen,Denmark,46,5.0,37,18,25.00,51.75, , ,182.75,30.46,Bronze
140,Teo Kitanovski,North Macedonia,18,65.0,4,18,71.39,5.00, , ,181.39,30.23,Bronze
141,Leandro Conte,Germany,46,60.0,27,2,10.00,36.15, , ,181.15,30.19,Bronze
142,Nicola Abusaad,Palestine,18,56.0,41,0,10.00,55.00, , ,180.00,30.00,Bronze
143,Shakhrom Aminov,Tajikistan,26,72.0,44,2,25.00,10.00, , ,179.00,29.83,Bronze
144,Egor Georgievskii,Montenegro,17,65.0,27,25,10.00,34.00, , ,178.00,29.67,Bronze
145,Gurbanberdi Gulladyyev,Turkmenistan,70,0.0,41,34,0.00,31.00, , ,176.00,29.33,Bronze
146,Hau Ye Heng,Malaysia,47,30.0,23,22,44.23,9.10, , ,175.33,29.22,Bronze
147,Alier Sanchez y Sanchez,Mexico,18,90.0,4,0,53.13,10.00, , ,175.13,29.19,Bronze
148,Elias Bauer,Switzerland,3,38.0,29,25,25.00,55.00, , ,175.00,29.17,Bronze
149,Benedikt Vilji Magnússon,Iceland,40,65.0,0,0,59.27,10.00, , ,174.27,29.05,Bronze
150,Martin Bierbaumer,Austria,46,65.0,4,2,50.00,6.75, , ,173.75,28.96,Bronze
150,Nicholas Grace,New Zealand,32,65.0,18,23,10.00,25.75, , ,173.75,28.96,Bronze
152,Josia John,Switzerland,3,65.0,27,0,47.50,30.75, , ,173.25,28.88,Bronze
153,Olle Lapidus,Sweden,9,51.5,0,0,99.89,11.90, , ,172.29,28.71,Bronze
154,Jangar Enkhbaatar,Mongolia,32,30.0,27,2,25.00,55.00, , ,171.00,28.50,Bronze
155,Daniyar Beishekeev,Kyrgyzstan,18,80.0,4,2,10.00,55.00, , ,169.00,28.17,Bronze
155,Matthias Pleschinger,Austria,3,72.0,4,25,10.00,55.00, , ,169.00,28.17,Bronze
157,Haris Imamovic,Bosnia and Herzegovina,3,65.0,0,22,61.06,17.35, , ,168.41,28.07,Bronze
158,Cynthia Naely López Estrada,Mexico,32,56.0,4,9,47.52,18.40, , ,166.92,27.82,Bronze
159,Filip Bojković,Serbia,100,30.0,0,0,10.00,25.75, , ,165.75,27.62,Bronze
160,Abdelmaged Nour,Egypt,3,42.5,27,22,59.62,10.00, , ,164.12,27.35,Bronze
161,Bat-Erdene Batsukh,Mongolia,18,30.0,4,2,57.92,51.75, , ,163.67,27.28,Bronze
162,Mohamed Bakry,Egypt,18,5.0,56,18,25.00,41.35, , ,163.35,27.23,Bronze
163,Amin Charba,Syria,18,38.0,15,0,61.06,31.00, , ,163.06,27.18,Bronze
164,Said Nasibov,Azerbaijan,64,65.0,0,0,0.00,34.00, , ,163.00,27.17,Bronze
165,Van Li,Kazakhstan,53,48.5,41,0,0.00,18.40, , ,160.90,26.82,Bronze
166,Rolly Mamani,Peru,46,5.0,4,22,25.00,55.00, , ,157.00,26.17,Bronze
